State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
05,061,0034,000000,0000,000000,UTTARAKHAND,Garhwal,CD BLOCK,Khirsu,Rural,6459,26731,13092,13639,2994,1587,1407,4614,2320,2294,59,32,27,20766,10922,9844,5965,2170,3795,9705,5919,3786,6161,4399,1762,1527,573,954,96,71,25,191,122,69,4347,3633,714,3544,1520,2024,2246,736,1510,367,209,158,169,82,87,762,493,269,2671,1135,1536,1818,575,1243,245,165,80,116,65,51,492,330,162,873,385,488,428,161,267,122,44,78,53,17,36,270,163,107,17026,7173,9853
05,061,0034,000000,0000,000000,UTTARAKHAND,Garhwal,CD BLOCK,Khirsu,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,061,0034,045438,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Aithna Dana,Rural,764,3246,1582,1664,340,196,144,331,159,172,7,3,4,2724,1362,1362,522,220,302,727,561,166,643,505,138,1,1,0,3,2,1,2,1,1,637,501,136,84,56,28,3,1,2,25,10,15,2,1,1,54,44,10,78,50,28,3,1,2,25,10,15,2,1,1,48,38,10,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,2519,1021,1498
05,061,0034,045439,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Khola,Rural,54,210,101,109,25,13,12,47,23,24,0,0,0,165,85,80,45,16,29,75,45,30,48,42,6,1,1,0,1,1,0,0,0,0,46,40,6,27,3,24,0,0,0,0,0,0,0,0,0,27,3,24,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,24,1,23,0,0,0,0,0,0,0,0,0,24,1,23,135,56,79
05,061,0034,045440,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Rawadi,Rural,185,826,439,387,105,55,50,70,40,30,0,0,0,681,376,305,145,63,82,211,185,26,199,174,25,4,4,0,0,0,0,2,2,0,193,168,25,12,11,1,1,1,0,0,0,0,0,0,0,11,10,1,12,11,1,1,1,0,0,0,0,0,0,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,254,361
05,061,0034,045441,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Srikot Gagnali,Rural,1523,6509,3362,3147,717,399,318,970,482,488,38,19,19,5498,2884,2614,1011,478,533,1856,1446,410,1623,1312,311,31,17,14,2,2,0,46,40,6,1544,1253,291,233,134,99,9,6,3,2,2,0,11,10,1,211,116,95,225,126,99,8,5,3,2,2,0,9,8,1,206,111,95,8,8,0,1,1,0,0,0,0,2,2,0,5,5,0,4653,1916,2737
05,061,0034,045442,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Kandi,Rural,31,148,85,63,26,16,10,0,0,0,0,0,0,117,68,49,31,17,14,41,33,8,21,17,4,0,0,0,0,0,0,0,0,0,21,17,4,20,16,4,1,1,0,1,0,1,0,0,0,18,15,3,17,14,3,1,1,0,1,0,1,0,0,0,15,13,2,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,107,52,55
05,061,0034,045443,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Harkandi,Rural,16,44,23,21,3,1,2,9,5,4,0,0,0,38,22,16,6,1,5,12,12,0,8,8,0,6,6,0,1,1,0,0,0,0,1,1,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,21
05,061,0034,045444,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Kweesu,Rural,10,47,25,22,5,4,1,16,9,7,5,3,2,38,21,17,9,4,5,22,13,9,10,9,1,0,0,0,0,0,0,0,0,0,10,9,1,12,4,8,7,3,4,0,0,0,0,0,0,5,1,4,12,4,8,7,3,4,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,13
05,061,0034,045445,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Dhikwal Gaon,Rural,46,190,95,95,18,11,7,0,0,0,0,0,0,151,82,69,39,13,26,106,52,54,60,40,20,22,9,13,0,0,0,1,0,1,37,31,6,46,12,34,44,10,34,0,0,0,0,0,0,2,2,0,36,11,25,34,9,25,0,0,0,0,0,0,2,2,0,10,1,9,10,1,9,0,0,0,0,0,0,0,0,0,84,43,41
05,061,0034,045446,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Bachheli,Rural,67,252,125,127,27,18,9,35,16,19,0,0,0,196,101,95,56,24,32,81,48,33,36,34,2,0,0,0,2,1,1,6,6,0,28,27,1,45,14,31,5,2,3,14,6,8,14,4,10,12,2,10,22,5,17,3,1,2,0,0,0,7,2,5,12,2,10,23,9,14,2,1,1,14,6,8,7,2,5,0,0,0,171,77,94
05,061,0034,045447,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Srikot Khanda,Rural,88,380,165,215,43,19,24,103,44,59,0,0,0,297,140,157,83,25,58,215,91,124,139,65,74,53,22,31,2,2,0,66,29,37,18,12,6,76,26,50,22,7,15,16,8,8,32,9,23,6,2,4,48,19,29,14,5,9,13,6,7,16,6,10,5,2,3,28,7,21,8,2,6,3,2,1,16,3,13,1,0,1,165,74,91
05,061,0034,045448,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Chamsera,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,061,0034,045449,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Chandi Gaon,Rural,80,310,137,173,39,22,17,5,2,3,0,0,0,224,109,115,86,28,58,77,61,16,20,12,8,2,0,2,0,0,0,1,1,0,17,11,6,57,49,8,29,22,7,0,0,0,14,14,0,14,13,1,56,48,8,28,21,7,0,0,0,14,14,0,14,13,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,233,76,157
05,061,0034,045450,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Taroli,Rural,15,68,30,38,7,3,4,53,24,29,0,0,0,56,26,30,12,4,8,32,17,15,12,8,4,5,3,2,2,1,1,1,0,1,4,4,0,20,9,11,0,0,0,10,5,5,9,3,6,1,1,0,12,6,6,0,0,0,5,3,2,6,2,4,1,1,0,8,3,5,0,0,0,5,2,3,3,1,2,0,0,0,36,13,23
05,061,0034,045451,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Dhari Gaon,Rural,18,70,42,28,4,2,2,0,0,0,0,0,0,64,39,25,6,3,3,30,18,12,14,13,1,1,1,0,0,0,0,0,0,0,13,12,1,16,5,11,4,4,0,0,0,0,10,0,10,2,1,1,11,1,10,0,0,0,0,0,0,10,0,10,1,1,0,5,4,1,4,4,0,0,0,0,0,0,0,1,0,1,40,24,16
05,061,0034,045452,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Sumari,Rural,112,409,193,216,40,20,20,112,53,59,0,0,0,312,165,147,97,28,69,69,61,8,61,53,8,2,1,1,2,2,0,0,0,0,57,50,7,8,8,0,1,1,0,1,1,0,0,0,0,6,6,0,8,8,0,1,1,0,1,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,132,208
05,061,0034,045453,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Nakot Lagga Khalu,Rural,17,62,20,42,9,3,6,0,0,0,0,0,0,51,17,34,11,3,8,11,11,0,11,11,0,8,8,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,9,42
05,061,0034,045454,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Supana laga khalu,Rural,1,5,2,3,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
05,061,0034,045455,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Syar Talla,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,061,0034,045456,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Bagwan,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,061,0034,045457,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Dhamak Talla,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,061,0034,045458,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Sripur lagga shrikot,Rural,10,69,35,34,13,4,9,52,25,27,0,0,0,50,30,20,19,5,14,37,18,19,20,11,9,2,0,2,0,0,0,15,8,7,3,3,0,17,7,10,0,0,0,0,0,0,17,7,10,0,0,0,13,5,8,0,0,0,0,0,0,13,5,8,0,0,0,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,32,17,15
05,061,0034,045459,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Koti,Rural,37,119,59,60,13,7,6,30,17,13,0,0,0,85,50,35,34,9,25,81,36,45,15,12,3,5,2,3,0,0,0,4,4,0,6,6,0,66,24,42,56,18,38,0,0,0,8,5,3,2,1,1,65,24,41,55,18,37,0,0,0,8,5,3,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,38,23,15
05,061,0034,045460,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Dhamar Malla,Rural,4,13,7,6,2,1,1,0,0,0,0,0,0,10,6,4,3,1,2,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6
05,061,0034,045461,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Nayal Garh,Rural,26,72,35,37,2,2,0,18,8,10,0,0,0,67,32,35,5,3,2,20,9,11,8,6,2,0,0,0,3,2,1,0,0,0,5,4,1,12,3,9,0,0,0,6,2,4,2,0,2,4,1,3,11,3,8,0,0,0,5,2,3,2,0,2,4,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,52,26,26
05,061,0034,045462,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Masau lagga nayal garh,Rural,5,12,7,5,1,1,0,0,0,0,0,0,0,10,6,4,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,1,1,0,0,0,2,1,1,4,2,2,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3
05,061,0034,045463,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Shiyar Malla,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,061,0034,045464,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Khaloo,Rural,35,142,56,86,12,7,5,41,17,24,0,0,0,123,48,75,19,8,11,33,28,5,29,28,1,25,24,1,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,28,81
05,061,0034,045465,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Bhelgarh,Rural,23,97,43,54,14,5,9,74,34,40,0,0,0,68,38,30,29,5,24,20,19,1,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,16,16,0,8,8,0,0,0,0,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,8,8,0,0,0,0,1,1,0,7,7,0,77,24,53
05,061,0034,045466,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Cham Rada,Rural,61,198,85,113,26,10,16,19,6,13,0,0,0,144,73,71,54,12,42,43,40,3,16,15,1,0,0,0,0,0,0,0,0,0,16,15,1,27,25,2,8,8,0,0,0,0,0,0,0,19,17,2,8,6,2,0,0,0,0,0,0,0,0,0,8,6,2,19,19,0,8,8,0,0,0,0,0,0,0,11,11,0,155,45,110
05,061,0034,045467,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Masau Sera,Rural,4,18,9,9,0,0,0,9,4,5,0,0,0,18,9,9,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,8
05,061,0034,045468,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Jhopara,Rural,5,22,12,10,1,1,0,0,0,0,0,0,0,21,11,10,1,1,0,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,18,9,9
05,061,0034,045469,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Garsari,Rural,9,45,24,21,6,3,3,32,17,15,0,0,0,32,19,13,13,5,8,30,17,13,12,8,4,1,1,0,0,0,0,8,4,4,3,3,0,18,9,9,3,1,2,3,1,2,6,4,2,6,3,3,12,6,6,3,1,2,2,1,1,2,2,0,5,2,3,6,3,3,0,0,0,1,0,1,4,2,2,1,1,0,15,7,8
05,061,0034,045470,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Chamliyun,Rural,4,13,5,8,1,0,1,0,0,0,0,0,0,10,5,5,3,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8
05,061,0034,045471,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Deusal,Rural,12,31,11,20,5,1,4,0,0,0,0,0,0,18,10,8,13,1,12,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,2,2,0,25,5,20
05,061,0034,045472,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Dadani,Rural,28,122,49,73,10,4,6,20,9,11,0,0,0,100,45,55,22,4,18,49,21,28,49,21,28,41,13,28,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,28,45
05,061,0034,045473,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Asingi,Rural,15,54,25,29,7,3,4,0,0,0,0,0,0,44,22,22,10,3,7,12,11,1,10,10,0,9,9,0,0,0,0,0,0,0,1,1,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,28
05,061,0034,045474,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Jakh,Rural,46,174,76,98,29,14,15,47,22,25,0,0,0,115,57,58,59,19,40,76,29,47,76,29,47,62,20,42,1,0,1,0,0,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,47,51
05,061,0034,045475,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Kamera,Rural,30,98,46,52,12,6,6,0,0,0,0,0,0,72,40,32,26,6,20,41,21,20,10,8,2,0,0,0,1,1,0,0,0,0,9,7,2,31,13,18,17,3,14,0,0,0,0,0,0,14,10,4,7,5,2,1,0,1,0,0,0,0,0,0,6,5,1,24,8,16,16,3,13,0,0,0,0,0,0,8,5,3,57,25,32
05,061,0034,045476,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Naisu Urf Pandai,Rural,23,101,48,53,13,6,7,82,43,39,0,0,0,72,42,30,29,6,23,36,22,14,10,7,3,0,0,0,2,1,1,0,0,0,8,6,2,26,15,11,15,4,11,0,0,0,0,0,0,11,11,0,6,6,0,1,1,0,0,0,0,0,0,0,5,5,0,20,9,11,14,3,11,0,0,0,0,0,0,6,6,0,65,26,39
05,061,0034,045477,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Durga Kot,Rural,26,119,55,64,15,7,8,107,51,56,0,0,0,88,43,45,31,12,19,41,24,17,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,37,21,16,19,6,13,0,0,0,1,0,1,17,15,2,3,3,0,1,1,0,0,0,0,0,0,0,2,2,0,34,18,16,18,5,13,0,0,0,1,0,1,15,13,2,78,31,47
05,061,0034,045478,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Bagoli,Rural,7,35,16,19,1,1,0,0,0,0,0,0,0,30,13,17,5,3,2,14,7,7,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,12,6,6,6,3,3,3,2,1,0,0,0,3,1,2,9,3,6,5,2,3,1,0,1,0,0,0,3,1,2,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,21,9,12
05,061,0034,045479,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Pokhari,Rural,71,319,165,154,36,16,20,110,59,51,0,0,0,245,147,98,74,18,56,152,72,80,21,13,8,5,2,3,0,0,0,0,0,0,16,11,5,131,59,72,74,16,58,50,39,11,0,0,0,7,4,3,64,46,18,28,14,14,33,30,3,0,0,0,3,2,1,67,13,54,46,2,44,17,9,8,0,0,0,4,2,2,167,93,74
05,061,0034,045480,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Kathur,Rural,65,222,103,119,24,14,10,25,13,12,0,0,0,160,88,72,62,15,47,99,45,54,7,6,1,0,0,0,0,0,0,0,0,0,7,6,1,92,39,53,88,35,53,1,1,0,1,1,0,2,2,0,69,28,41,67,26,41,0,0,0,1,1,0,1,1,0,23,11,12,21,9,12,1,1,0,0,0,0,1,1,0,123,58,65
05,061,0034,045481,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Saidul,Rural,2,9,7,2,1,1,0,0,0,0,0,0,0,7,6,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,7,5,2
05,061,0034,045482,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Dev Garh,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,061,0034,045483,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Chimaleu,Rural,18,48,21,27,0,0,0,0,0,0,0,0,0,36,19,17,12,2,10,11,5,6,11,5,6,9,3,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,16,21
05,061,0034,045484,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Thapla,Rural,33,152,67,85,18,10,8,40,17,23,0,0,0,113,55,58,39,12,27,70,33,37,69,33,36,67,32,35,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,34,48
05,061,0034,045485,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Mehal chori,Rural,21,86,35,51,5,2,3,0,0,0,0,0,0,69,28,41,17,7,10,41,14,27,38,14,24,28,4,24,0,0,0,0,0,0,10,10,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,24
05,061,0034,045486,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Sangal Dhar,Rural,19,55,20,35,6,3,3,28,10,18,0,0,0,36,16,20,19,4,15,29,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,23,29,6,23,0,0,0,0,0,0,0,0,0,29,6,23,29,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,12
05,061,0034,045487,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Silwar Gaon,Rural,42,127,40,87,19,6,13,0,0,0,0,0,0,86,33,53,41,7,34,60,17,43,11,8,3,0,0,0,0,0,0,0,0,0,11,8,3,49,9,40,49,9,40,0,0,0,0,0,0,0,0,0,48,9,39,48,9,39,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,67,23,44
05,061,0034,045488,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Midwan Gaon,Rural,40,153,69,84,16,11,5,0,0,0,0,0,0,115,57,58,38,12,26,81,31,50,14,11,3,0,0,0,0,0,0,0,0,0,14,11,3,67,20,47,66,20,46,1,0,1,0,0,0,0,0,0,67,20,47,66,20,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,38,34
05,061,0034,045489,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Luneta,Rural,1,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
05,061,0034,045490,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Pichladala,Rural,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,061,0034,045491,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Kushali,Rural,35,131,54,77,14,5,9,0,0,0,0,0,0,99,45,54,32,9,23,73,25,48,73,25,48,72,24,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,29,29
05,061,0034,045492,0000,000000,UTTARAKHAND,Garhwal,VILLAGE,Dhari Gaon,Rural,47,154,65,89,16,6,10,0,0,0,0,0,0,114,57,57,40,8,32,94,38,56,89,35,54,82,33,49,2,0,2,2,0,2,3,2,1,5,3,2,4,2,2,0,0,0,0,0,0,1,1,0,4,2,2,3,1,2,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,60,27,33
